user_id;age;gender;education_level;employment_status;job_title;monthly_income_cop;monthly_expenses_cop;savings_cop;has_loan;loan_type;debt_to_income_ratio;credit_score;savings_to_income_ratio;region;record_date
U100608;63;femenino;secundaria;empleado;Recepcionista;2557451;1686444;11208818;1;personal;0,2037;554;4,3828;Region Andina;2025-08
U100609;51;femenino;tecnico/tecnologico;empleado;Tecnico contable;2226438;1587208;17005463;0;ninguno;0;554;5;Region Caribe;2026-11
U100610;18;masculino;pregrado;autonomo;Desarrollador/a de software;5137842;4381270;11864467;0;ninguno;0;500;2,3092;Region Pacifica;2025-04
U100611;19;masculino;tecnico/tecnologico;estudiante;Estudiante;427697;415323;181606;0;ninguno;0;620;0,4246;Region Caribe;2026-01
U100612;42;femenino;posgrado;empleado;Consultor/a senior;9411429;5423032;144937038;0;ninguno;0;795;5;Region Andina;2025-05
U100613;57;masculino;tecnico/tecnologico;empleado;Agente de soporte;2475190;1397257;39464107;0;ninguno;0;822;5;Amazonia;2025-06
U100614;54;masculino;pregrado;empleado;Desarrollador/a de software;3909523;2219119;39437705;1;hipoteca;0,2421;717;5;Region Andina;2026-09
U100615;60;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1020804;694545;2723311;1;personal;0,4345;516;2,6678;Bogota D.C.;2025-03
U100616;65;masculino;posgrado;jubilado;Jubilado/a;2137835;1730321;16592086;0;ninguno;0;784;5;Bogota D.C.;2025-10
U100617;40;masculino;secundaria;desempleado;Null;0;0;0;0;ninguno;0;444;0;Region Caribe;2025-10
U100618;61;masculino;tecnico/tecnologico;jubilado;Jubilado/a;854100;708256;1561203;1;automotor;0,3074;620;1,8279;Region Andina;2025-06
U100619;19;masculino;pregrado;estudiante;Estudiante;191402;131299;2310033;0;ninguno;0;718;5;Region Pacifica;2026-03
U100620;38;masculino;secundaria;autonomo;Operario/a;2128280;1747754;18559037;0;ninguno;0;616;5;Region Insular;2026-07
U100621;26;masculino;secundaria;jubilado;Jubilado/a;1435132;1182469;9944958;1;personal;0,1136;725;5;Region Pacifica;2025-04
U100622;41;masculino;pregrado;empleado;Desarrollador/a de software;3997176;3491332;13554287;0;ninguno;0;650;3,391;Region Caribe;2025-05
U100623;64;femenino;pregrado;jubilado;Jubilado/a;1552555;984680;4034892;0;ninguno;0;686;2,5989;Orinoquia;2026-01
U100624;69;femenino;tecnico/tecnologico;autonomo;Diseñador/a grafico/a jr;4182632;2715827;69860271;0;ninguno;0;700;5;Region Caribe;2026-12
U100625;45;femenino;secundaria;empleado;Cajero/a;996449;754120;4902448;1;hipoteca;0,4291;682;4,9199;Region Caribe;2026-04
U100626;53;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1768865;1162368;19985270;0;ninguno;0;850;5;Region Caribe;2025-06
U100627;32;femenino;pregrado;empleado;Contador/a;5932783;3563534;39655629;1;hipoteca;0,1158;458;5;Region Pacifica;2026-04
U100628;40;femenino;pregrado;empleado;Ingeniero/a civil;6506710;4010043;5174499;1;hipoteca;0,359;680;0,7953;Region Andina;2025-06
U100629;70;femenino;posgrado;jubilado;Jubilado/a;2419909;1608875;1498320;0;ninguno;0;593;0,6192;Amazonia;2025-05
U100630;43;masculino;tecnico/tecnologico;desempleado;Null;91261;87325;15195;0;ninguno;0;547;0,1665;Bogota D.C.;2025-11
U100631;43;femenino;posgrado;empleado;Consultor/a senior;8039769;7232607;11096139;1;personal;0,3982;577;1,3802;Amazonia;2025-01
U100632;64;femenino;pregrado;jubilado;Jubilado/a;2212016;1485842;16871257;0;ninguno;0;749;5;Bogota D.C.;2025-03
U100633;48;otro;tecnico/tecnologico;empleado;Asistente de nomina;1051895;872337;2514134;0;ninguno;0;426;2,3901;Bogota D.C.;2026-12
U100634;60;masculino;secundaria;desempleado;Null;137973;136921;20533;0;ninguno;0;436;0,1488;Bogota D.C.;2025-08
U100635;30;femenino;secundaria;estudiante;Estudiante;555114;453264;1622533;1;hipoteca;0,2325;701;2,9229;Region Caribe;2025-08
U100636;64;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1777343;1048723;6822992;0;ninguno;0;535;3,8389;Region Andina;2025-04
U100637;63;masculino;pregrado;empleado;Desarrollador/a de software;4864707;2440246;107199432;0;ninguno;0;847;5;Region Andina;2025-09
U100638;41;masculino;pregrado;autonomo;Docente;2403718;1760062;13754564;0;ninguno;0;657;5;Bogota D.C.;2025-01
U100639;56;femenino;secundaria;empleado;Mensajero/a;2580118;1468192;5935402;1;educativo;0,4189;622;2,3004;Bogota D.C.;2026-05
U100640;42;femenino;secundaria;autonomo;Mensajero/a;2753366;1643105;44311762;0;ninguno;0;605;5;Bogota D.C.;2026-02
U100641;40;masculino;secundaria;jubilado;Jubilado/a;1418167;1140113;3883869;0;ninguno;0;479;2,7387;Amazonia;2026-06
U100642;45;femenino;secundaria;autonomo;Vendedor/a;4172573;2131115;36020157;0;ninguno;0;686;5;Amazonia;2026-12
U100643;20;femenino;secundaria;estudiante;Estudiante;630876;592180;994329;0;ninguno;0;570;1,5761;Region Andina;2025-01
U100644;68;femenino;secundaria;jubilado;Jubilado/a;1403546;1037713;11322427;0;ninguno;0;614;5;Region Pacifica;2026-08
U100645;36;masculino;posgrado;empleado;Especialista en datos;8050971;4427497;74065849;0;ninguno;0;666;5;Region Andina;2026-02
U100646;61;femenino;secundaria;jubilado;Jubilado/a;1179633;725786;6521830;0;ninguno;0;804;5;Region Pacifica;2025-01
U100647;55;masculino;posgrado;empleado;Jefe de Area;7658093;4050864;50446936;0;ninguno;0;719;5;Bogota D.C.;2025-07
U100648;35;masculino;pregrado;empleado;Contador/a;4020908;3507140;9972252;0;ninguno;0;630;2,4801;Region Caribe;2026-01
U100649;70;masculino;secundaria;empleado;Auxiliar de bodega;1291722;931434;13826090;1;personal;0,4107;757;5;Bogota D.C.;2025-08
U100650;35;masculino;secundaria;empleado;Operario/a;1848924;1428468;9279910;1;automotor;0,4263;584;5;Bogota D.C.;2026-03
U100651;22;femenino;secundaria;empleado;Operario/a;1385117;846854;13694328;0;ninguno;0;658;5;Region Insular;2026-09
U100652;43;masculino;tecnico/tecnologico;autonomo;Agente de soporte;3596871;2938833;25918042;1;automotor;0,1684;509;5;Region Andina;2025-06
U100653;47;masculino;secundaria;empleado;Auxiliar administrativo/a;2631893;1984281;0;0;ninguno;0;630;0;Region Caribe;2026-10
U100654;29;masculino;secundaria;empleado;Cajero/a;996449;638068;17949370;0;ninguno;0;709;5;Region Insular;2026-12
U100655;55;femenino;tecnico/tecnologico;empleado;Tecnico en electricidad;3564412;3203212;2528956;0;ninguno;0;459;0,7095;Region Pacifica;2026-10
U100656;49;masculino;pregrado;autonomo;Desarrollador/a de software;10385004;7578842;45443198;0;ninguno;0;485;4,3758;Region Andina;2026-02
U100657;21;masculino;secundaria;estudiante;Estudiante;72030;60696;309744;0;ninguno;0;652;4,3002;Region Insular;2025-09
U100658;48;femenino;secundaria;empleado;Operario/a;1100190;786071;18500989;0;ninguno;0;850;5;Bogota D.C.;2025-06
U100659;31;masculino;secundaria;empleado;Recepcionista;1862109;1266670;23354730;1;hipoteca;0,2733;776;5;Region Caribe;2026-08
U100660;23;otro;tecnico/tecnologico;empleado;Tecnico en sistemas;3868185;2911435;25561048;1;automotor;0,242;593;5;Region Andina;2026-12
U100661;57;femenino;pregrado;empleado;Docente;4668692;2780042;77535912;1;educativo;0,3963;752;5;Region Andina;2025-11
U100662;18;masculino;pregrado;estudiante;Estudiante;911893;908417;87705;0;ninguno;0;464;0,0962;Region Andina;2025-04
U100663;60;masculino;secundaria;jubilado;Jubilado/a;1470352;1300583;10309416;0;ninguno;0;750;5;Region Andina;2026-08
U100664;62;masculino;secundaria;empleado;Cajero/a;1608251;860841;18321672;1;personal;0,1808;740;5;Region Caribe;2026-07
U100665;33;femenino;secundaria;autonomo;Mensajero/a;2957020;2133762;16941731;1;hipoteca;0,258;631;5;Region Insular;2026-11
U100666;54;femenino;pregrado;empleado;Enfermero/a;5200870;2689556;72176343;0;ninguno;0;761;5;Orinoquia;2026-07
U100667;62;femenino;posgrado;empleado;Gerente de proyectos;9491675;6792217;42353694;0;ninguno;0;698;4,4622;Bogota D.C.;2026-08
U100668;31;masculino;pregrado;empleado;Administrador/a;5300104;3631738;68534045;0;ninguno;0;749;5;Region Andina;2026-11
U100669;50;masculino;pregrado;empleado;Desarrollador/a de software;3504858;2600573;14607198;0;ninguno;0;662;4,1677;Region Andina;2025-11
U100670;70;femenino;secundaria;jubilado;Jubilado/a;1521130;838473;26915652;0;ninguno;0;741;5;Orinoquia;2026-08
U100671;50;masculino;pregrado;empleado;Enfermero/a;3639311;2718340;13032486;0;ninguno;0;632;3,581;Region Andina;2026-11
U100672;29;femenino;pregrado;empleado;Analista de datos;4243475;3534977;7758465;0;ninguno;0;538;1,8283;Region Andina;2025-08
U100673;61;femenino;tecnico/tecnologico;desempleado;Null;542421;542421;0;0;ninguno;0;408;0;Bogota D.C.;2025-05
U100674;19;masculino;pregrado;autonomo;Desarrollador/a de software;8835763;6909088;65475677;1;educativo;0,2011;640;5;Region Insular;2027-12
U100675;50;masculino;secundaria;autonomo;Mensajero/a;2890221;2038692;29222271;1;personal;0,3902;696;5;Region Caribe;2026-01
U100676;57;femenino;tecnico/tecnologico;empleado;Tecnico en sistemas;3733649;2988759;43528083;0;ninguno;0;705;5;Region Pacifica;2026-02
U100677;24;masculino;tecnico/tecnologico;estudiante;Estudiante;1035368;689413;8977565;0;ninguno;0;566;5;Bogota D.C.;2025-11
U100678;66;femenino;posgrado;jubilado;Jubilado/a;854100;644106;5664351;0;ninguno;0;701;5;Region Caribe;2026-09
U100679;21;masculino;pregrado;jubilado;Jubilado/a;854100;737743;5010627;1;personal;0,0859;688;5;Orinoquia;2025-06
U100680;56;femenino;tecnico/tecnologico;desempleado;Null;329828;310001;269116;0;ninguno;0;466;0,8159;Region Andina;2025-10
U100681;48;masculino;secundaria;empleado;Cajero/a;1703036;1308124;9292084;1;educativo;0,3768;475;5;Region Andina;2026-08
U100682;22;femenino;pregrado;empleado;Administrador/a;8960630;5737987;90397150;1;personal;0,4173;603;5;Region Andina;2025-03
U100683;45;femenino;posgrado;empleado;Consultor/a senior;5609259;2885458;32568649;0;ninguno;0;675;5;Bogota D.C.;2025-11
U100684;58;otro;tecnico/tecnologico;autonomo;Tecnico en sistemas;4715985;2856228;6705261;1;personal;0,3676;594;1,4218;Region Andina;2025-06
U100685;48;femenino;secundaria;empleado;Recepcionista;2073414;1476585;10908772;0;ninguno;0;553;5;Bogota D.C.;2025-06
U100686;44;femenino;posgrado;jubilado;Jubilado/a;1370795;799237;23490240;1;automotor;0,1294;649;5;Region Pacifica;2025-04
U100687;64;otro;pregrado;jubilado;Jubilado/a;1508299;1064482;739731;0;ninguno;0;612;0,4904;Region Pacifica;2026-07
U100688;59;masculino;tecnico/tecnologico;desempleado;Null;153133;153133;0;0;ninguno;0;447;0;Region Andina;2025-06
U100689;69;masculino;secundaria;empleado;Auxiliar administrativo/a;2224293;1815369;13746703;0;ninguno;0;688;5;Region Caribe;2025-11
U100690;44;masculino;pregrado;empleado;Analista financiero/a;7846018;6792905;13150284;1;personal;0,227;747;1,676;Region Caribe;2025-08
U100691;45;masculino;tecnico/tecnologico;autonomo;Tecnico en sistemas;3593393;2217340;34300223;1;personal;0,0836;545;5;Region Pacifica;2025-07
U100692;43;femenino;posgrado;estudiante;Estudiante;810408;617838;3605917;1;hipoteca;0,2021;573;4,4495;Region Andina;2026-03
U100693;20;femenino;tecnico/tecnologico;desempleado;Null;65410;58989;4781;0;ninguno;0;501;0,0731;Region Andina;2025-11
U100694;39;femenino;pregrado;desempleado;Null;0;0;0;1;hipoteca;0;442;0;Region Caribe;2026-09
U100695;62;otro;secundaria;jubilado;Jubilado/a;1280013;814809;8355191;0;ninguno;0;675;5;Amazonia;2025-08
U100696;38;otro;tecnico/tecnologico;estudiante;Estudiante;1165367;1032395;5113617;1;personal;0,1566;631;4,388;Orinoquia;2026-07
U100697;28;femenino;secundaria;autonomo;Cajero/a;3967550;2434736;32545720;1;automotor;0,2948;798;5;Region Caribe;2025-02
U100698;67;masculino;secundaria;desempleado;Null;62063;62063;0;0;ninguno;0;550;0;Region Pacifica;2026-06
U100699;51;femenino;pregrado;empleado;Ingeniero/a civil;7345593;6528969;7678520;0;ninguno;0;362;1,0453;Region Andina;2026-02
U100700;55;femenino;secundaria;empleado;Cajero/a;3209941;2842839;4070712;0;ninguno;0;624;1,2682;Region Caribe;2026-07
U100701;62;femenino;pregrado;jubilado;Jubilado/a;1359824;949532;3334046;1;personal;0,4044;734;2,4518;Region Pacifica;2026-02
U100702;67;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1523838;1192367;14705424;0;ninguno;0;692;5;Bogota D.C.;2025-03
U100703;36;masculino;secundaria;empleado;Auxiliar administrativo/a;2873522;1920361;7213225;1;personal;0,3788;665;2,5102;Region Andina;2026-06
U100704;63;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1698696;1408830;2603927;0;ninguno;0;587;1,5329;Region Caribe;2026-03
U100705;35;femenino;secundaria;empleado;Vendedor/a;2768997;1896396;26424567;1;personal;0,2175;641;5;Bogota D.C.;2026-10
U100706;64;masculino;tecnico/tecnologico;jubilado;Jubilado/a;854100;470254;3032794;0;ninguno;0;641;3,5509;Bogota D.C.;2026-04
U100707;35;masculino;pregrado;empleado;Docente;5367470;3721140;29031259;1;hipoteca;0,3825;713;5;Region Pacifica;2025-08
U100708;52;masculino;pregrado;empleado;Ingeniero/a civil;3636713;3082553;23622047;0;ninguno;0;581;5;Region Andina;2026-03
U100709;26;masculino;posgrado;empleado;Gerente de proyectos;11851663;6351313;94578368;1;automotor;0,3452;613;5;Region Andina;2026-11
U100710;31;femenino;posgrado;empleado;Gerente de proyectos;996449;501048;365054;0;ninguno;0;589;0,3664;Bogota D.C.;2026-10
U100711;65;masculino;tecnico/tecnologico;empleado;Tecnico en sistemas;3901958;2699343;29977616;0;ninguno;0;642;5;Bogota D.C.;2026-10
U100712;23;femenino;secundaria;autonomo;Mensajero/a;2082009;1116579;18705844;1;personal;0,1544;677;5;Region Andina;2026-06
U100713;40;femenino;pregrado;jubilado;Jubilado/a;1902469;1336680;0;1;automotor;0,238;480;0;Bogota D.C.;2026-12
U100714;58;otro;pregrado;autonomo;Analista de datos;5613814;2812285;27678069;1;personal;0,3187;476;4,9304;Region Andina;2025-01
U100715;69;femenino;posgrado;jubilado;Jubilado/a;1545155;869183;16418243;1;personal;0,1387;515;5;Region Andina;2026-10
U100716;36;femenino;pregrado;autonomo;Analista financiero/a;4801713;3940140;35629176;1;personal;0,2224;565;5;Bogota D.C.;2026-06
U100717;19;masculino;pregrado;autonomo;Ingeniero/a civil;9494761;5710993;128751995;1;personal;0,287;760;5;Region Pacifica;2026-11
U100718;63;masculino;pregrado;jubilado;Jubilado/a;1039316;871593;7889798;0;ninguno;0;523;5;Region Pacifica;2025-07
U100719;50;femenino;secundaria;autonomo;Auxiliar administrativo/a;3196142;2494692;7195055;0;ninguno;0;687;2,2512;Region Andina;2025-08
U100720;70;masculino;pregrado;empleado;Contador/a;4314127;3186390;70105946;1;automotor;0,4397;640;5;Region Andina;2026-12
U100721;69;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1482011;958798;10385072;0;ninguno;0;590;5;Region Andina;2025-11
U100722;25;femenino;secundaria;empleado;Cajero/a;2380236;1757884;8619938;0;ninguno;0;563;3,6215;Region Caribe;2026-06
U100723;22;femenino;pregrado;empleado;Administrador/a;4260875;2403506;32268683;0;ninguno;0;615;5;Bogota D.C.;2025-07
U100724;47;masculino;pregrado;jubilado;Jubilado/a;2129959;1463679;25998106;0;ninguno;0;560;5;Bogota D.C.;2025-04
U100725;30;femenino;tecnico/tecnologico;empleado;Diseñador/a grafico/a jr;1403424;851338;1758900;0;ninguno;0;459;1,2533;Bogota D.C.;2025-10
U100726;54;masculino;pregrado;empleado;Ingeniero/a civil;996449;866630;6751875;0;ninguno;0;542;5;Bogota D.C.;2026-02
U100727;18;masculino;tecnico/tecnologico;autonomo;Asistente de nomina;3631483;3084897;12232729;0;ninguno;0;602;3,3685;Region Andina;2025-09
U100728;55;masculino;tecnico/tecnologico;estudiante;Estudiante;896558;795026;968512;1;hipoteca;0,3001;383;1,0803;Bogota D.C.;2025-02
U100729;20;femenino;secundaria;estudiante;Estudiante;834201;716985;7091040;0;ninguno;0;510;5;Amazonia;2026-05
U100730;65;masculino;secundaria;jubilado;Jubilado/a;2312724;1454396;28166400;0;ninguno;0;730;5;Region Caribe;2027-12
U100731;39;masculino;secundaria;empleado;Mensajero/a;2821754;2302629;22704556;1;hipoteca;0,1715;520;5;Region Andina;2025-10
U100732;40;femenino;pregrado;autonomo;Analista de datos;4519976;3559363;57923975;0;ninguno;0;850;5;Region Andina;2025-09
U100733;27;masculino;tecnico/tecnologico;autonomo;Diseñador/a grafico/a jr;1747566;971743;15491632;0;ninguno;0;657;5;Region Pacifica;2025-09
U100734;48;masculino;secundaria;empleado;Recepcionista;1940520;1705619;4780189;0;ninguno;0;611;2,4634;Region Andina;2026-11
U100735;40;masculino;pregrado;empleado;Contador/a;8525605;7603284;13089944;0;ninguno;0;610;1,5354;Region Andina;2025-05
U100736;41;femenino;secundaria;autonomo;Vendedor/a;2496624;1844350;17455908;1;educativo;0,3749;604;5;Orinoquia;2026-11
U100737;61;femenino;pregrado;jubilado;Jubilado/a;1143724;885267;7681542;0;ninguno;0;453;5;Bogota D.C.;2026-02
U100738;70;masculino;secundaria;empleado;Cajero/a;2221280;1292015;10746032;1;automotor;0,1929;659;4,8378;Bogota D.C.;2026-01
U100739;28;otro;posgrado;empleado;Jefe de Area;9566333;6820936;63362572;0;ninguno;0;658;5;Region Caribe;2025-08
U100740;26;masculino;pregrado;empleado;Enfermero/a;9163375;7985399;13331070;1;personal;0,1315;608;1,4548;Region Caribe;2026-08
U100741;29;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1931235;1588008;1290777;1;personal;0,4332;488;0,6684;Region Andina;2026-05
U100742;57;masculino;tecnico/tecnologico;empleado;Tecnico contable;4152295;2906457;9628364;0;ninguno;0;583;2,3188;Region Pacifica;2025-01
U100743;21;masculino;posgrado;desempleado;Null;214077;214077;0;0;ninguno;0;512;0;Bogota D.C.;2026-09
U100744;65;femenino;secundaria;jubilado;Jubilado/a;1514803;989211;5539277;0;ninguno;0;594;3,6568;Bogota D.C.;2026-11
U100745;69;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1362908;855765;22293127;0;ninguno;0;768;5;Region Andina;2026-09
U100746;25;femenino;tecnico/tecnologico;autonomo;Tecnico contable;3260277;2118736;26713173;0;ninguno;0;695;5;Bogota D.C.;2025-02
U100747;66;masculino;secundaria;empleado;Recepcionista;1057019;860964;5907700;1;educativo;0,1246;629;5;Region Caribe;2025-06
U100748;34;masculino;pregrado;empleado;Desarrollador/a de software;4967016;2650017;57632303;1;hipoteca;0,353;725;5;Region Caribe;2026-02
U100749;24;masculino;pregrado;empleado;Ingeniero/a civil;4884915;2969639;56968856;0;ninguno;0;679;5;Region Andina;2025-03
U100750;25;otro;tecnico/tecnologico;desempleado;Null;238994;238994;0;0;ninguno;0;363;0;Bogota D.C.;2025-06
U100751;31;femenino;tecnico/tecnologico;empleado;Diseñador/a grafico/a jr;2035318;1809072;6815961;1;personal;0,1591;564;3,3488;Region Andina;2026-09
U100752;34;masculino;secundaria;estudiante;Estudiante;799576;635226;2258527;1;personal;0,3258;459;2,8247;Region Caribe;2025-01
U100753;20;femenino;tecnico/tecnologico;estudiante;Estudiante;491493;374646;3321945;1;personal;0,3189;640;5;Bogota D.C.;2026-06
U100754;57;masculino;pregrado;empleado;Administrador/a;4145740;3204699;60286762;0;ninguno;0;595;5;Bogota D.C.;2026-10
U100755;22;masculino;secundaria;empleado;Auxiliar de bodega;2255429;1192885;15339556;1;personal;0,3356;693;5;Region Caribe;2026-11
U100756;20;masculino;pregrado;empleado;Enfermero/a;5791841;4545195;44951779;1;automotor;0,3691;582;5;Region Pacifica;2025-04
U100757;47;masculino;tecnico/tecnologico;empleado;Tecnico en electricidad;2379024;1327277;40036182;0;ninguno;0;589;5;Orinoquia;2025-05
U100758;55;masculino;posgrado;jubilado;Jubilado/a;1194869;661154;25675496;1;automotor;0,2039;831;5;Bogota D.C.;2025-11
U100759;31;masculino;tecnico/tecnologico;empleado;Asistente de nomina;3291393;1975292;77625677;1;hipoteca;0,1853;850;5;Bogota D.C.;2025-11
U100760;42;femenino;tecnico/tecnologico;autonomo;Asistente de nomina;2651653;1806443;0;1;hipoteca;0,2521;542;0;Region Caribe;2026-04
U100761;18;femenino;posgrado;estudiante;Estudiante;1060566;791706;6385840;1;educativo;0,3015;501;5;Region Andina;2026-04
U100762;39;masculino;secundaria;empleado;Auxiliar de bodega;2810237;2213578;17612143;1;automotor;0,4375;544;5;Bogota D.C.;2026-10
U100763;53;femenino;pregrado;jubilado;Jubilado/a;1652863;1409027;13251663;0;ninguno;0;631;5;Region Andina;2026-08
U100764;61;femenino;pregrado;jubilado;Jubilado/a;854100;528532;4073607;0;ninguno;0;647;4,7695;Region Pacifica;2025-08
U100765;65;femenino;secundaria;jubilado;Jubilado/a;1504578;1218078;4213857;0;ninguno;0;658;2,8007;Region Andina;2025-05
U100766;44;masculino;secundaria;empleado;Cajero/a;2097528;1534310;6426006;0;ninguno;0;554;3,0636;Region Insular;2026-02
U100767;47;femenino;pregrado;jubilado;Jubilado/a;1463950;1023826;20131949;0;ninguno;0;698;5;Region Caribe;2026-03
U100768;33;femenino;secundaria;empleado;Auxiliar administrativo/a;2408975;1272043;18840909;0;ninguno;0;626;5;Region Pacifica;2025-10
U100769;22;masculino;pregrado;empleado;Contador/a;6153698;4757460;51591133;1;personal;0,285;634;5;Region Andina;2026-02
U100770;39;femenino;tecnico/tecnologico;desempleado;Null;232907;232907;0;0;ninguno;0;595;0;Orinoquia;2025-04
U100771;64;masculino;secundaria;autonomo;Cajero/a;1639821;929195;13291138;0;ninguno;0;531;5;Bogota D.C.;2026-05
U100772;45;masculino;tecnico/tecnologico;empleado;Tecnico contable;4953137;4243587;7536434;1;hipoteca;0,2481;599;1,5215;Region Andina;2026-02
U100773;62;masculino;secundaria;jubilado;Jubilado/a;2013377;1209874;5775923;1;automotor;0,4033;586;2,8688;Region Pacifica;2025-03
U100774;28;femenino;posgrado;empleado;Gerente de proyectos;6227599;3292266;111686659;1;hipoteca;0,3097;760;5;Region Andina;2025-09
U100775;45;femenino;pregrado;empleado;Analista de datos;5497324;3884491;18423094;1;hipoteca;0,1378;528;3,3513;Bogota D.C.;2025-01
U100776;18;masculino;pregrado;estudiante;Estudiante;829995;824813;279707;0;ninguno;0;462;0,337;Amazonia;2027-12
U100777;39;masculino;pregrado;empleado;Administrador/a;7363964;4820213;57101309;1;hipoteca;0,2021;656;5;Amazonia;2026-11
U100778;43;femenino;secundaria;empleado;Auxiliar administrativo/a;3108857;2786445;4972511;0;ninguno;0;616;1,5995;Region Andina;2025-06
U100779;63;masculino;tecnico/tecnologico;jubilado;Jubilado/a;2071504;1593160;17694024;0;ninguno;0;663;5;Region Andina;2025-06
U100780;21;femenino;pregrado;estudiante;Estudiante;655972;449722;3109479;0;ninguno;0;585;4,7403;Amazonia;2025-03
U100781;23;femenino;tecnico/tecnologico;empleado;Tecnico en electricidad;4228980;3667806;29002484;0;ninguno;0;703;5;Region Andina;2026-07
U100782;18;masculino;tecnico/tecnologico;desempleado;Null;313908;285734;221060;1;educativo;0,4147;614;0,7042;Region Pacifica;2025-09
U100783;63;masculino;pregrado;jubilado;Jubilado/a;1594527;1375005;4887629;0;ninguno;0;679;3,0653;Bogota D.C.;2025-04
U100784;35;femenino;pregrado;autonomo;Enfermero/a;7783942;5710581;12555391;0;ninguno;0;406;1,613;Region Andina;2026-07
U100785;28;masculino;secundaria;empleado;Vendedor/a;2207740;1411049;3975434;1;hipoteca;0,2375;653;1,8007;Bogota D.C.;2026-12
U100786;57;otro;tecnico/tecnologico;empleado;Agente de soporte;1746970;979783;9590309;1;personal;0,3646;534;5;Region Pacifica;2025-04
U100787;41;femenino;secundaria;empleado;Operario/a;1793173;1463570;13583340;0;ninguno;0;468;5;Region Andina;2025-08
U100788;57;femenino;secundaria;empleado;Recepcionista;1968366;1371809;33299058;0;ninguno;0;601;5;Region Pacifica;2026-11
U100789;20;masculino;secundaria;empleado;Auxiliar administrativo/a;3617178;2541142;37846911;0;ninguno;0;542;5;Region Insular;2025-02
U100790;37;femenino;pregrado;empleado;Docente;5535708;2903033;23132765;0;ninguno;0;649;4,1788;Bogota D.C.;2025-07
U100791;40;masculino;secundaria;empleado;Auxiliar administrativo/a;3241367;2905827;14174067;1;personal;0,2078;715;4,3729;Bogota D.C.;2025-04
U100792;30;femenino;pregrado;empleado;Contador/a;4365959;3785942;1140893;1;hipoteca;0,1715;639;0,2613;Region Insular;2025-11
U100793;70;masculino;secundaria;jubilado;Jubilado/a;1138919;888206;716255;0;ninguno;0;387;0,6289;Region Caribe;2025-11
U100794;42;femenino;pregrado;empleado;Ingeniero/a civil;3743484;2483065;4858871;1;hipoteca;0,0995;558;1,298;Bogota D.C.;2026-04
U100795;20;otro;secundaria;estudiante;Estudiante;955527;834758;799975;0;ninguno;0;651;0,8372;Bogota D.C.;2025-04
U100796;25;femenino;secundaria;autonomo;Operario/a;3394554;1820184;61812058;0;ninguno;0;752;5;Region Andina;2025-04
U100797;46;masculino;tecnico/tecnologico;empleado;Tecnico contable;3795436;1918180;80047991;0;ninguno;0;775;5;Region Andina;2026-11
U100798;55;femenino;secundaria;autonomo;Operario/a;2892897;1963634;27132236;0;ninguno;0;677;5;Region Andina;2026-01
U100799;25;masculino;secundaria;autonomo;Recepcionista;2803770;1857411;32130353;1;personal;0,1329;393;5;Bogota D.C.;2026-04
U100800;68;femenino;secundaria;jubilado;Jubilado/a;1381073;1012410;10499375;1;personal;0,2336;581;5;Region Andina;2026-02
U100801;59;femenino;secundaria;empleado;Vendedor/a;3252168;2007692;71376649;1;educativo;0,2679;827;5;Region Pacifica;2026-10
U100802;53;masculino;tecnico/tecnologico;empleado;Tecnico en sistemas;2877969;2459541;8464260;1;hipoteca;0,3175;562;2,9411;Region Andina;2026-02
U100803;50;femenino;pregrado;empleado;Enfermero/a;7385974;6511698;21767702;0;ninguno;0;473;2,9472;Bogota D.C.;2025-01
U100804;68;femenino;posgrado;jubilado;Jubilado/a;2097992;1776915;5215989;0;ninguno;0;690;2,4862;Bogota D.C.;2026-12
U100805;43;femenino;tecnico/tecnologico;autonomo;Diseñador/a grafico/a jr;2455157;1254855;21815102;0;ninguno;0;634;5;Region Andina;2026-02
U100806;59;otro;tecnico/tecnologico;empleado;Asistente de nomina;3882688;2766462;37362265;1;educativo;0,2111;807;5;Region Caribe;2026-03
U100807;38;masculino;pregrado;autonomo;Analista financiero/a;3923071;2765528;12499785;1;hipoteca;0,3014;683;3,1862;Region Andina;2027-12
U100808;69;masculino;tecnico/tecnologico;desempleado;Null;456783;425161;1141135;0;ninguno;0;417;2,4982;Region Andina;2025-02
U100809;23;otro;pregrado;autonomo;Analista financiero/a;5486812;4711646;20789508;0;ninguno;0;480;3,789;Amazonia;2026-03
U100810;53;masculino;pregrado;jubilado;Jubilado/a;1401993;1087149;7202017;1;hipoteca;0,205;759;5;Region Andina;2026-09
U100811;33;femenino;tecnico/tecnologico;empleado;Tecnico contable;4646551;2523151;27912927;1;hipoteca;0,3259;707;5;Bogota D.C.;2025-08
U100812;58;masculino;tecnico/tecnologico;empleado;Diseñador/a grafico/a jr;5029130;3642005;41569835;1;educativo;0,4125;697;5;Region Andina;2025-03
